type	id	pedigree	trait1	trait2	trait3
training	L4000	f6_X_m22	-0.810140502414385	0.345809641661776	0.757725941505758
training	L4001	f7_X_m22	-0.208450438031121	0.739936683647079	0.978363657913263
training	L4002	f8_X_m22	-0.943849405610693	0.30596170972547	0.779073356924411
training	L4003	f9_X_m22	-0.4758682444237	0.525125335375228	0.722051401645043
training	L4004	f10_X_m22	-0.208450438031121	0.78500315235127	0.670545389275889
training	L4005	f11_X_m22	-0.4758682444237	1.45981921709898	1.11676368002345
training	L4006	f12_X_m22	-0.409013792825563	0.310169250248481	-0.502058110683562
training	L4007	f13_X_m22	-0.141595986432984	0.884622982192062	2.22195805948309
training	L4008	f14_X_m22	-0.342159341227432	0.929415428913966	0.315877423712986
training	L4009	f15_X_m22	-0.141595986432984	0.00363718264333259	1.25215500600084
training	L4010	f16_X_m22	0.0589673683614264	0.725117116978192	0.593250552911026
training	L4011	f17_X_m22	-0.676431599218111	1.210336512802	3.3540157972715
training	L4012	f18_X_m22	0.192676271557695	-0.106895697433921	1.05214834878983
training	L4013	f19_X_m22	-0.676431599218111	1.08039760431397	0.072602850687013
training	L4014	f20_X_m22	-0.208450438031121	0.548340857427498	-0.624268482174211
training	L4015	f21_X_m22	-0.342159341227432	1.01833282892751	-0.283856005431149
training	L4016	f22_X_m22	-0.4758682444237	0.500870072457454	0.034492699671158
training	L4017	f23_X_m22	-1.34497611519951	0.00103840447359496	0.30527535162588
training	L4018	f24_X_m22	-0.743286050816248	0.765079186383093	0.381782196146422
training	L4019	f25_X_m22	-1.01070385720883	0.0183635922719831	-0.345820818643017
training	L4020	f26_X_m22	-0.00788708323671059	0.318089341184334	0.674628619741848
training	L4021	f27_X_m22	-0.810140502414385	1.13410568648905	1.15788252717216
training	L4022	f28_X_m22	-0.676431599218111	1.1635585057463	0.719759061734294
training	L4023	f29_X_m22	-0.743286050816248	0.62128012765635	1.90855221231329
training	L4024	f30_X_m22	-0.275304889629258	0.752951554924229	0.500840600259826
training	L4025	f31_X_m22	0.192676271557695	0.972115180573987	2.42841192269298
training	L4026	f32_X_m22	-0.743286050816248	0.0478164115292843	-1.36182884845087
training	L4027	f33_X_m22	-0.676431599218111	-0.109012778386612	0.0730326644202857
training	L4028	f34_X_m22	-0.0747415348348475	1.04267925988355	-0.334502390333808
training	L4029	f35_X_m22	-0.542722696021837	0.666325615932185	0.580499412157611
training	L4030	f36_X_m22	-0.409013792825563	0.664593097152374	-0.244742955704359
training	L4031	f37_X_m22	-0.743286050816248	0.286904003147222	-0.001754925167218
training	L4032	f38_X_m22	-0.208450438031121	0.984242812032851	0.77441704148074
training	L4033	f39_X_m22	-0.876994954012556	-0.490087349873079	-1.12521638829044
training	L4034	f40_X_m22	-0.0747415348348475	1.13757072404872	1.65682463586647
training	L4035	f41_X_m22	-0.275304889629258	0.589623936005211	-0.0756318931636711
training	L4036	f42_X_m22	-0.4758682444237	0.8872217603618	1.10358272553681
training	L4037	f43_X_m22	-1.27812166360137	0.784136892961341	0.899994287215294
training	L4038	f44_X_m22	-0.342159341227432	0.384791314208155	0.600700657620889
training	L4039	f45_X_m22	-0.141595986432984	-0.103778981706724	-1.21834269716374
training	L4040	f46_X_m22	-0.676431599218111	0.614350052537012	0.68222199569615
training	L4041	f47_X_m22	-0.342159341227432	0.0703391556672019	0.601130471354161
training	L4042	f48_X_m22	-0.141595986432984	0.62474516521602	0.540884913075329
training	L4043	f49_X_m22	-0.743286050816248	0.241858514871387	0.428703528694124
training	L4044	f50_X_m22	-0.676431599218111	0.782278302701133	-0.0263975792075546
training	L4045	f52_X_m22	-0.141595986432984	0.706173547868537	0.145384642852598
training	L4046	f53_X_m22	0.0589673683614264	0.806659637099258	0.301765206137585
training	L4047	f54_X_m22	-1.27812166360137	-0.0647973091603447	0.51086958736927
training	L4048	f55_X_m22	-0.676431599218111	0.813589712218596	0.661734207744043
training	L4049	f56_X_m22	-0.275304889629258	0.602326421721453	1.30222830592578
training	L4050	f57_X_m22	-1.01070385720883	0.309426747285137	-0.025394680496621
training	L4051	f58_X_m22	-0.141595986432984	0.587496011449451	2.46642716127114
training	L4052	f60_X_m22	-0.275304889629258	1.01727428845112	1.38940885815565
training	L4053	f61_X_m22	-0.4758682444237	0.661994318982585	0.507932526858637
training	L4054	f62_X_m22	-0.00788708323671059	0.254066605001839	0.83022119118251
training	L4055	f63_X_m22	0.0589673683614264	0.962586327284863	1.22042042536169
training	L4056	f64_X_m22	-0.810140502414385	-0.63566224711767	-0.653280909169387
training	L4057	f200_X_m22	0.727511884342827	0.700975991529013	0.339660450286778
training	L4058	f65_X_m22	-0.4758682444237	1.08290379798491	1.48848092367244
training	L4059	f66_X_m22	-0.609577147619974	0.896600674147112	-0.139080412944252
training	L4060	f67_X_m22	-0.676431599218111	-0.17307973290033	0.592534196688923
training	L4061	f68_X_m22	0.0589673683614264	0.778939336621814	0.619182648151127
training	L4062	f69_X_m22	-0.810140502414385	1.07761109560314	0.32604968206682
training	L4063	f196_X_m22	-0.4758682444237	0.0651415993276752	-0.22869657632926
training	L4064	f71_X_m22	0.125821819959563	0.394852488356595	-0.543678407187712
training	L4065	f197_X_m22	0.66065743274469	0.238393477311671	0.551343713918044
training	L4066	f72_X_m22	0.192676271557695	0.660546147920738	0.813673362451918
training	L4067	f73_X_m22	-0.275304889629258	0.392587648717468	-0.127332170901772
training	L4068	f74_X_m22	-0.342159341227432	1.08342951217873	0.699342909404406
training	L4069	f75_X_m22	-0.208450438031121	-0.18607362374917	0.0736057493979479
training	L4070	f77_X_m22	-0.4758682444237	-0.0388095274627597	0.568034813893026
training	L4071	f78_X_m22	-1.01070385720883	0.76941048333269	0.111644264791582
training	L4072	f79_X_m22	-0.342159341227432	0.692313397629816	1.41347842721827
training	L4073	f80_X_m22	-0.876994954012519	0.324153156913788	-0.69332522198489
training	L4074	f81_X_m22	0.125821819959563	0.839439488424123	-0.221318107241619
training	L4075	f82_X_m22	-0.4758682444237	0.278241409248026	0.760304823905338
training	L4076	f83_X_m22	-0.743286050816248	0.0131660359324564	-0.135212089344906
training	L4077	f84_X_m22	0.125821819959563	0.631965555059268	-0.22700758762078
training	L4078	f85_X_m22	0.727511884342827	0.498791049921644	0.579496513446676
training	L4079	f86_X_m22	-0.542722696021837	1.18868002805401	0.75622159343933
training	L4080	f87_X_m22	-0.542722696021837	1.93452936277519	2.46573408186451
training	L4081	f88_X_m22	0.0589673683614264	0.409912836515859	2.21450795477323
training	L4082	f89_X_m22	-1.01070385720883	-0.44075388438564	-0.418172797075379
training	L4083	f90_X_m22	-0.208450438031121	0.099791974924457	0.319172662334671
training	L4084	f91_X_m22	-0.943849405610656	0.448028249672354	-1.38446570506929
training	L4085	f92_X_m22	-0.676431599218111	-0.702364220141539	-0.817183212786406
training	L4086	f93_X_m22	-0.876994954012556	0.685383322510433	-0.111930512126605
training	L4087	f94_X_m22	-0.810140502414385	-0.176544770460047	0.27991634136344
training	L4088	f95_X_m22	-1.21126721200324	-0.331605201255724	-0.23091728061779
training	L4089	f96_X_m22	-0.876994954012519	-0.0925176096377891	0.965786101926066
training	L4090	f97_X_m22	-0.275304889629258	0.0370658073498241	0.995860589684381
training	L4091	f98_X_m22	-0.609577147619974	0.14137242564062	0.703497775492584
training	L4092	f99_X_m22	-0.342159341227432	0.259183702669778	0.0346359709155489
training	L4093	f100_X_m22	0.326385174753969	0.955656252165528	-0.281133851787177
training	L4094	f101_X_m22	-0.743286050816248	-0.392243358550137	0.723985563444743
training	L4095	f102_X_m22	-0.275304889629258	0.0824667871260661	-0.140441489766238
training	L4096	f103_X_m22	-0.609577147619974	0.381091462164008	0.694686593960735
training	L4097	f104_X_m22	-0.676431599218111	0.267846296568972	0.752568176706594
training	L4098	f105_X_m22	-0.876994954012519	0.267846296568972	-0.41580882154241
training	L4099	f106_X_m22	-0.542722696021837	0.390855129937608	0.737596331664649
training	L4100	f107_X_m22	-0.141595986432984	0.659487607444393	-0.214297816265028
training	L4101	f108_X_m22	-0.4758682444237	0.390422000242645	1.34836164662916
training	L4102	f109_X_m22	-0.0747415348348475	0.280407057722802	0.698841460048913
training	L4103	f110_X_m22	-0.542722696021837	0.715269271462697	0.957159513739051
training	L4104	f112_X_m22	-0.743286050816248	0.0322237425107067	0.440380135114385
training	L4105	f113_X_m22	-0.00788708323671059	0.972981439963917	1.48669003311718
training	L4106	f114_X_m22	0.326385174753969	1.45115662319979	1.36362003415994
training	L4107	f115_X_m22	-0.275304889629258	0.199411804765295	1.32379062821105
training	L4108	f116_X_m22	0.125821819959563	0.945293536059243	0.4370848964927
training	L4109	f117_X_m22	-1.1444127604051	0.642070353014457	0.73523235613173
training	L4110	f118_X_m22	-1.1444127604051	0.90627946694005	1.04971273763469
training	L4111	f119_X_m22	0.125821819959563	0.207208139274559	-0.543606771565492
training	L4112	f120_X_m22	-0.542722696021837	0.278241409248026	0.745476250107785
training	L4113	f121_X_m22	-0.00788708323671059	0.304229190945611	0.481355711018651
training	L4114	f122_X_m22	0.0516943899633843	0.756625518711896	1.02705576092375
training	L4115	f123_X_m22	-0.208450438031121	0.938942293201121	0.432285309804639
training	L4116	f124_X_m22	-0.609577147619974	0.0989257155345733	0.176116324780812
training	L4117	f125_X_m22	-0.4758682444237	-0.219100987927161	-0.312223711826392
training	L4118	f126_X_m22	-0.0747415348348475	1.05538174559979	0.916613751568054
training	L4119	f127_X_m22	-0.342159341227432	0.276508890468169	1.56319687763767
training	L4120	f128_X_m22	-0.208450438031121	1.09657833473649	1.80787605784646
training	L4121	f129_X_m22	-0.876994954012519	0.0561195359241855	0.775348304569453
training	L4122	f130_X_m22	-0.609577147619974	0.37439620152915	-0.0657397463575253
training	L4123	f131_X_m22	0.794366335940959	0.919850864337583	-0.833444499028116
training	L4124	f132_X_m22	-0.4758682444237	0.117117162722894	0.704715581070179
training	L4125	f133_X_m22	-0.208450438031121	0.81826867889712	1.01790652137332
training	L4126	f134_X_m22	0.192676271557695	0.586977584814346	0.48543894148461
training	L4127	f135_X_m22	-0.609577147619974	0.396052686277135	0.45778759131147
training	L4128	f136_X_m22	-0.00788708323671059	-0.50658959801958	-1.51434108813646
training	L4129	f137_X_m22	-0.676431599218111	-0.125949426008234	-0.366810055950617
training	L4130	f138_X_m22	-0.542722696021837	0.479535726464661	0.661949114610654
training	L4131	f139_X_m22	-0.676431599218111	0.00970099837278906	0.283139944362905
training	L4132	f140_X_m22	-0.876994954012519	0.0304912237308473	-0.430422488473303
training	L4133	f141_X_m22	-0.342159341227432	0.569304564261134	0.313155270069014
training	L4134	f142_X_m22	-0.141595986432984	1.19722616943085	0.926642738677497
training	L4135	f143_X_m22	-0.743286050816248	0.856902681714618	0.301048849915481
training	L4136	f144_X_m22	-0.342159341227432	0.924904043823331	0.59898140268785
training	L4137	f145_X_m22	-1.87981172798464	-0.138140604462315	0.363013663127299
training	L4138	f146_X_m22	-0.876994954012556	0.280530116910665	1.33188545352084
training	L4139	f148_X_m22	-1.27812166360137	0.465353437470745	0.331637260599254
training	L4140	f149_X_m22	-0.542722696021837	0.898717755099802	-0.425121452429749
training	L4141	f150_X_m22	-0.4758682444237	-0.18953866130884	-0.391667616857565
training	L4142	f151_X_m22	-0.810140502414385	0.565839526701464	-0.129624510812522
training	L4143	f152_X_m22	-0.609577147619974	0.501736331847383	0.498118446615855
training	L4144	f153_X_m22	-0.676431599218111	0.572687288383588	-0.0633615602680351
training	L4145	f154_X_m22	-0.4758682444237	0.295349683579548	0.457142870711587
training	L4146	f155_X_m22	-0.943849405610693	0.0114335171526485	0.466455501598928
training	L4147	f156_X_m22	-0.876994954012556	0.445662431221465	0.0708835957539763
training	L4148	f157_X_m22	-0.609577147619974	0.721766216887071	-0.273540475832873
training	L4149	f158_X_m22	-0.810140502414385	-0.125949426008234	1.46340845589883
training	L4150	f159_X_m22	-0.141595986432984	0.985109071422781	-0.0710265718445081
training	L4151	f160_X_m22	-0.743286050816248	0.00848521448835373	0.275071840462726
training	L4152	f161_X_m22	-0.676431599218111	0.536386707444211	0.010414997173463
training	L4153	f162_X_m22	-0.141595986432984	0.765079186383093	1.17650778894679
training	L4154	f163_X_m22	-0.676431599218111	0.352739716781113	0.0900103068840993
training	L4155	f164_X_m22	-0.208450438031121	-0.0214843396643227	1.20466058847542
training	L4156	f165_X_m22	-1.01070385720883	0.245598281191075	0.686927344697651
training	L4157	f166_X_m22	-0.342159341227432	1.07000249163497	1.26612395233185
training	L4158	f167_X_m22	-0.609577147619974	0.775927059843062	0.0675883571322925
training	L4159	f168_X_m22	-0.342159341227432	0.496538775507857	1.18847093785593
training	L4160	f169_X_m22	-0.876994954012519	0.331949491423055	-0.162003812051552
training	L4161	f170_X_m22	-0.676431599218111	0.401203731214669	0.49482320799417
training	L4162	f171_X_m22	0.192676271557695	0.233195920972144	0.0815573034633027
training	L4163	f172_X_m22	0.259530723155832	0.612911826484953	1.15258149112861
training	L4164	f173_X_m22	-0.0747415348348475	0.583272693147091	0.624483684194681
training	L4165	f174_X_m22	0.66065743274469	-0.0645540783798642	1.92352405735518
training	L4166	f175_X_m22	0.727511884342827	0.962230183680865	0.651848491878989
training	L4167	f176_X_m22	-0.943849405610656	-0.943184330539285	-0.952502903141571
training	L4168	f177_X_m22	-0.810140502414385	0.0921099121201232	0.415737481074047
training	L4169	f178_X_m22	0.125821819959563	1.49150042185651	2.30304958382508
training	L4170	f179_X_m22	-0.275304889629258	0.88178110747818	0.363300205616181
training	L4171	f180_X_m22	0.125821819959563	1.47194684855785	0.762740435060479
training	L4172	f181_X_m22	0.0589673683614264	1.25711451985769	2.59503637995402
training	L4173	f182_X_m22	-0.609577147619974	-0.409638273670394	0.230487762038376
training	L4174	f183_X_m22	-0.275304889629258	0.285171484367363	1.04978437325691
training	L4175	f184_X_m22	0.326385174753969	0.552575019332928	1.4001542014872
training	L4176	f185_X_m22	-0.19398789250757	-0.340022414788016	-0.00578618629061104
training	L4177	f186_X_m22	-0.342159341227432	-0.0587334934308909	0.167161872004522
training	L4178	f187_X_m22	-0.208450438031121	-0.125949426008234	0.903217890214756
training	L4179	f188_X_m22	-0.208450438031121	0.333682010202912	-1.0795844969425
training	L4180	f189_X_m22	-0.876994954012519	0.079001749566396	0.262580520788576
training	L4181	f190_X_m22	0.0589673683614264	0.891660818237951	0.851711877845604
training	L4182	f191_X_m22	-0.609577147619974	0.125983207363368	-0.197320173801165
training	L4183	f199_X_m22	-0.4758682444237	0.733585440789005	1.22672436011618
training	L4184	f1_X_m23	-0.275304889629258	-0.740479633297988	0.917759921523429
training	L4185	f2_X_m23	-0.00788708323671059	-1.0419379009902	0.467315129065421
training	L4186	f3_X_m23	-0.275304889629258	0.0668741181075346	2.26780485769764
training	L4187	f192_X_m23	0.393239626352106	0.113652125163178	1.90733440673569
training	L4188	f4_X_m23	-0.409013792825563	-0.134098060353954	0.563163591582745
training	L4189	f5_X_m23	-0.141595986432984	-0.549902567515602	-0.0161536852315009
training	L4190	f6_X_m23	-0.409013792825563	0.273043852908499	1.12535995468869
training	L4191	f7_X_m23	0.393239626352106	0.5125645742214	1.54929956692893
training	L4192	f8_X_m23	0.192676271557695	0.208940658054419	1.11346844140182
training	L4193	f9_X_m23	0.460094077950279	0.221068289513283	1.54672068452935
training	L4194	f10_X_m23	-0.342159341227432	-0.0500708995316941	0.877357430596824
training	L4195	f11_X_m23	-0.743286050816248	1.01109685312041	1.65202504917841
training	L4196	f12_X_m23	0.259530723155832	-0.167015917170923	1.01590072395145
training	L4197	f13_X_m23	0.66065743274469	0.885056111887026	2.68056931287301
training	L4198	f14_X_m23	0.593802981146553	0.229730883412477	2.16121105184877
training	L4199	f15_X_m23	-0.0747415348348475	-1.06965820146764	0.208782168508672
training	L4200	f16_X_m23	0.861220787539096	0.368332385799693	0.602921361909416
training	L4201	f17_X_m23	-0.208450438031121	0.946993658266286	1.00873716173042
training	L4202	f18_X_m23	0.326385174754005	-1.36765143160013	0.891541283794497
training	L4203	f19_X_m23	0.125821819959563	0.628210202775736	2.53034941309818
training	L4204	f20_X_m23	-0.4758682444237	0.180787227882011	-0.184569033047749
training	L4205	f21_X_m23	-0.0747415348348475	0.0772692307865393	0.337797924109301
training	L4206	f22_X_m23	0.794366335940959	0.30596170972547	0.983664693956865
training	L4207	f23_X_m23	-0.275304889629258	-0.236316668364532	1.41519768215131
training	L4208	f24_X_m23	-1.01070385720883	-0.562030198974466	1.02478354110552
training	L4209	f25_X_m23	-0.743286050816248	-0.486232502356436	-0.135856809944789
training	L4210	f26_X_m23	0.259530723155832	0.0893968622454495	0.525841432411214
training	L4211	f27_X_m23	-0.542722696021837	0.654197984473321	0.915324310368288
training	L4212	f28_X_m23	-0.208450438031121	0.605687458637772	1.45001259454553
training	L4213	f29_X_m23	0.326385174753969	0.266113777789115	0.113650062213451
training	L4214	f30_X_m23	0.593802981146553	0.642936612404338	0.287223174828862
training	L4215	f31_X_m23	0.727511884342827	-0.352395426613831	2.02438701342723
training	L4216	f32_X_m23	-0.4758682444237	-0.489841916769882	-0.629856060706646
training	L4217	f33_X_m23	0.526948529548416	-0.553367605075272	1.01246221408538
training	L4218	f34_X_m23	0.326385174754005	0.683650803730622	-0.185142118025462
training	L4219	f35_X_m23	-0.409013792825563	-0.362213032744143	0.180127919624549
training	L4220	f36_X_m23	0.727511884342827	-0.142760654253148	0.375048447658662
training	L4221	f37_X_m23	-0.409013792825563	-0.639993544067269	-0.381996807859174
training	L4222	f193_X_m23	0.526948529548416	0.312891784844807	1.21676700862895
training	L4223	f38_X_m23	0.593802981146553	-0.191271180088651	1.07987133458519
training	L4224	f39_X_m23	-0.609577147619974	-1.66391214295281	-0.0468853671596633
training	L4225	f40_X_m23	0.526948529548416	0.250521108770584	1.00701790679739
training	L4226	f41_X_m23	0.259530723155832	0.145703722590219	0.932087045965492
training	L4227	f42_X_m23	0.0589673683614264	0.0954606779748572	0.456784692600535
training	L4228	f43_X_m23	-0.4758682444237	-0.563762717754322	-0.39517776234586
training	L4229	f44_X_m23	0.66065743274469	-0.624400875048689	0.301192121159872
training	L4230	f45_X_m23	0.125821819959563	-0.554233864465199	0.956371521894728
training	L4231	f47_X_m23	-0.0747415348348475	-0.622668356268879	0.369532504748448
training	L4232	f48_X_m23	0.460094077950279	-0.213793924226615	0.105268694414875
training	L4233	f49_X_m23	-0.208450438031121	0.420307949194912	0.573192578692189
training	L4234	f50_X_m23	-0.0747415348348475	0.468818475030412	1.52480018413299
training	L4235	f51_X_m23	0.0589673683614264	0.151767538319673	0.900925550304007
training	L4236	f52_X_m23	0.125821819959563	0.279973928027836	1.32307427198894
training	L4237	f53_X_m23	0.593802981146553	0.430703061873963	2.05712449277731
training	L4238	f54_X_m23	-1.1444127604051	-0.530844860937354	-0.735733510333364
training	L4239	f55_X_m23	-0.0747415348348475	0.203743101714892	0.967403407715103
training	L4240	f56_X_m23	0.393239626352106	-0.272699562741168	0.587662974378642
training	L4241	f57_X_m23	0.259530723155832	-0.709294295260876	-0.465237400867473
training	L4242	f58_X_m23	0.593802981146553	0.0945944185849302	2.38492910001135
training	L4243	f59_X_m23	0.259530723155832	0.0166310734921264	1.87187477374164
training	L4244	f60_X_m23	-0.141595986432984	0.662860578372515	0.459936659977779
training	L4245	f61_X_m23	-0.00788708323671059	0.0928618998051196	-0.0552667349582894
training	L4246	f62_X_m23	0.928075239137233	-0.740479633297988	-0.0575590748689897
training	L4247	f63_X_m23	0.593802981146553	0.422617974523416	1.18266845245689
training	L4248	f64_X_m23	-0.00788708323671059	-1.75313686011455	-0.199540878089693
training	L4249	f200_X_m23	0.460094077950279	0.432435580653774	1.69042174268309
training	L4250	f65_X_m23	0.125821819959563	0.3061060865792	1.54342544590767
training	L4251	f194_X_m23	-0.141595986432984	-0.384158271199636	-0.0809122877095609
training	L4252	f66_X_m23	0.393239626352142	0.099791974924457	1.00630155057528
training	L4253	f67_X_m23	-1.01070385720883	-0.754339783536709	0.507216170636534
training	L4254	f68_X_m23	0.526948529548416	-0.0474721213619565	1.7590486687605
training	L4255	f69_X_m23	0.393239626352142	0.257242226430923	0.176474502891863
training	L4256	f70_X_m23	0.526948529548416	-0.22418903690562	0.496900641038259
training	L4257	f196_X_m23	-0.876994954012519	-1.20566092568507	0.722624486622704
training	L4258	f71_X_m23	0.259530723155832	0.0339562612905634	1.19742539063222
training	L4259	f197_X_m23	0.259530723155832	-0.284827194200032	0.634226128815294
training	L4260	f72_X_m23	-0.342159341227432	0.336713918067615	1.89143129860503
training	L4261	f73_X_m23	0.326385174754005	-0.435556328046113	0.232278652593635
training	L4262	f74_X_m23	0.326385174754005	0.311159266064948	-0.0282601053850335
training	L4263	f75_X_m23	-0.342159341227432	-0.361058020513026	0.314158168779949
training	L4264	f76_X_m23	-0.0747415348348475	-0.835768166189229	0.637306460570318
training	L4265	f201_X_m23	0.326385174753969	0.457268350120244	0.862743763665983
training	L4266	f77_X_m23	0.125821819959563	-0.57069279287366	1.43145896839307
training	L4267	f78_X_m23	-0.810140502414385	-0.0422745650224297	0.768256377970644
training	L4268	f79_X_m23	0.192676271557695	0.428970543094106	1.25946183946626
training	L4269	f80_X_m23	-0.141595986432984	-0.0336119711232329	0.299544501849055
training	L4270	f81_X_m23	0.326385174753969	0.913787048608127	1.39256082553289
training	L4271	f82_X_m23	0.460094077950279	0.0148985547123158	-0.188867170380368
training	L4272	f83_X_m23	-0.00788708323671059	0.279973928027836	0.0643647541328278
training	L4273	f84_X_m23	0.593802981146553	0.250521108770584	0.239943664170108
training	L4274	f85_X_m23	0.928075239137233	-0.44378579225039	0.992260968622051
training	L4275	f86_X_m23	-0.0747415348348475	0.746021479804845	1.35681465005001
training	L4276	f87_X_m23	1.26234749712795	1.28136978277546	1.40330616886444
training	L4277	f88_X_m23	0.928075239137233	0.927358445139342	2.08814271719435
training	L4278	f89_X_m23	-0.609577147619974	-0.923260364571156	-0.291879195118724
training	L4279	f90_X_m23	0.66065743274469	-0.425161215367108	0.881655567929443
training	L4280	f91_X_m23	-0.00788708323671059	-0.686771551122959	-0.114581030148356
training	L4281	f92_X_m23	-0.876994954012519	-1.66217962417295	-1.29413318546218
training	L4282	f96_X_m23	-0.0747415348348475	-0.391665852001444	1.20186679920923
training	L4283	f97_X_m23	0.0589673683614264	-0.127167985234568	0.777640644480205
training	L4284	f98_X_m23	0.794366335940959	0.0110003874576823	0.174611976714385
training	L4285	f99_X_m23	-0.00788708323671059	-0.482334335101805	-0.0458824684487283
training	L4286	f100_X_m23	0.794366335940959	0.737358885905649	0.555570215628443
training	L4287	f101_X_m23	-0.4758682444237	-0.763002377435906	1.31655543036784
training	L4288	f102_X_m23	-0.743286050816248	-0.657318731865658	0.208567261642062
training	L4289	f103_X_m23	0.259530723155832	-0.411301065128385	0.0793365991747729
training	L4290	f104_X_m23	0.326385174753969	0.268712555958902	-0.0688058675560283
training	L4291	f105_X_m23	-0.676431599218111	-0.447683959505023	0.0773308017528544
training	L4292	f106_X_m23	1.06178414233351	-0.0851544048234882	0.244170165880506
training	L4293	f107_X_m23	0.727511884342827	-0.484066853881662	0.146172634696922
training	L4294	f108_X_m23	0.125821819959563	0.277808279553062	-0.399046085945206
training	L4295	f109_X_m23	1.46291085192236	-0.089052572078119	0.588594237467355
training	L4296	f110_X_m23	0.393239626352106	0.0447845036645344	-0.091227817307835
training	L4297	f111_X_m23	-0.00788708323671059	0.530756021409718	1.48239189578456
training	L4298	f112_X_m23	-0.275304889629295	-0.686771551122959	0.519179319545626
training	L4299	f113_X_m23	0.125821819959563	-0.30734993833795	0.546257584741102
training	L4300	f114_X_m23	0.326385174754005	0.829182381237176	2.38929887296619
training	L4301	f115_X_m23	0.0589673683614264	-0.526080434292791	2.24409346674602
training	L4302	f116_X_m23	0.593802981146553	-0.196468736428178	0.793687023855304
training	L4303	f117_X_m23	-0.676431599218111	-0.0476174307582418	-0.125971094079786
training	L4304	f118_X_m23	-0.609577147619974	0.200278064155224	0.842614153824873
training	L4305	f119_X_m23	-0.208450438031121	-0.565495236534133	0.0758980893086482
training	L4306	f120_X_m23	-0.141595986432984	-0.380115727091227	-0.541099524788132
training	L4307	f121_X_m23	0.259530723155832	-0.827538701984952	1.44184613361357
training	L4308	f123_X_m23	0.259530723155832	-0.0509371589216238	1.4371898181699
training	L4309	f124_X_m23	-0.609577147619974	-1.23713501656341	0.668181413742921
training	L4310	f126_X_m23	1.26234749712795	-0.170480954730593	1.42515503363859
training	L4311	f127_X_m23	0.125821819959563	-0.660783769425374	-0.0142195234318015
training	L4312	f128_X_m23	0.259530723155832	0.542450523173619	1.523439107311
training	L4313	f129_X_m23	0.326385174753969	-0.704962998311279	0.419892347162226
training	L4314	f130_X_m23	-0.409013792825563	0.458423362351359	1.31705687972329
training	L4315	f131_X_m23	0.393239626352106	0.207208139274559	1.12192144482261
training	L4316	f132_X_m23	0.259530723155832	-0.764734896215763	-0.237722664727769
training	L4317	f133_X_m23	-0.208450438031121	0.285171484367363	0.0324869022492895
training	L4318	f134_X_m23	0.861220787539096	0.00623596081312172	-0.797769959167452
training	L4319	f135_X_m23	-0.676431599218111	-0.217258961786282	1.13517403493152
training	L4320	f136_X_m23	-0.141595986432984	-0.196468736428178	-0.0933768859741444
training	L4321	f137_X_m23	-0.4758682444237	-1.56342605372209	-1.38439406944707
training	L4322	f138_X_m23	-0.275304889629258	0.0287587049510367	0.687952845472975
training	L4323	f139_X_m23	-0.208450438031121	-0.757804821096425	0.220387139306713
training	L4324	f140_X_m23	-0.542722696021837	-0.279629637860506	-0.540024990454976
training	L4325	f141_X_m23	0.460094077950279	0.259183702669778	1.46376663400988
training	L4326	f142_X_m23	0.393239626352106	0.565839526701464	2.31436801213429
training	L4327	f143_X_m23	0.460094077950279	0.199411804765295	0.467601671554252
training	L4328	f144_X_m23	0.259530723155832	0.157398224354166	-0.670974907855304
training	L4329	f145_X_m23	-1.41183056679765	-0.627865912608405	-0.449047750247984
training	L4330	f146_X_m23	-0.4758682444237	-0.0656635685502744	1.03595869817034
training	L4331	f147_X_m23	-0.208450438031121	-0.31947756979686	0.1804860977356
training	L4332	f148_X_m23	-0.275304889629258	0.243591033651198	0.843258874424756
training	L4333	f149_X_m23	0.192676271557695	0.117117162722894	1.45946849667726
training	L4334	f150_X_m23	0.0589673683614264	-1.20479466629519	-0.380850637903848
training	L4335	f151_X_m23	-1.01070385720883	0.16043013221887	1.11010156715791
training	L4336	f152_X_m23	-0.676431599218111	-0.378383208311416	0.0984633103048958
training	L4337	f153_X_m23	-0.00788708323671059	0.0686066368873452	0.799561144876519
training	L4338	f154_X_m23	-0.810140502414385	-0.264903228231855	-0.259929707612915
training	L4339	f155_X_m23	-1.07755830880697	-0.709294295260876	-0.276835714454558
training	L4340	f156_X_m23	0.125821819959563	0.231837254998488	0.278555264541454
training	L4341	f157_X_m23	-0.542722696021837	-0.326407644916198	0.518964412679014
training	L4342	f158_X_m23	0.125821819959563	-0.465009147303414	1.57895671452394
training	L4343	f159_X_m23	0.326385174754005	-0.0301469335635168	0.267451743098857
training	L4344	f160_X_m23	-0.208450438031121	-0.194736217648367	1.35115543589541
training	L4345	f161_X_m23	-0.542722696021837	0.0674516246562278	0.148536610229843
training	L4346	f162_X_m23	0.66065743274469	-0.206863849107231	-0.0427305010714855
training	L4347	f163_X_m23	-0.609577147619974	0.182952876356785	0.782726773657096
training	L4348	f164_X_m23	0.326385174753969	0.17255776367778	2.42511668407129
training	L4349	f165_X_m23	-0.542722696021837	0.774319286830983	1.67043540408643
training	L4350	f166_X_m23	-0.141595986432984	0.896750613650923	2.26400816972046
training	L4351	f167_X_m23	-0.676431599218111	-0.0405420462425703	1.5913496771663
training	L4352	f168_X_m23	0.393239626352106	-0.128900504014428	3.20150355758591
